OBJECTID;PROJECTNUMMER;NAAMPROJECT;PROJECTFASE;TOTAALAANTALWONINGEN;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d;NAAMDEELGEBIED;BOUWPLAN;WONINGTYPE;PRIJSKLASSE;OPLEVERJAARDEELGEBIED;AANTALWONINGENDEELGEBIED;PROJECT_ID;NIEUW_VERBOUW
310803;851;'t Ven;In ontwikkeling;123;151839.435;1652.1881132641101;"{""coordinates"": [[[5.442476009744713, 51.44316490813273], [5.444471590211208, 51.441318568242586], [5.444794421080265, 51.439553033788656], [5.443227913782889, 51.439352453109336], [5.441188902866123, 51.439713863822696], [5.440932199553714, 51.43912522483628], [5.438850124400954, 51.439566614248044], [5.436940295669503, 51.43972744629249], [5.437047588743505, 51.440516605719075], [5.436855163561777, 51.44079713472381], [5.442476009744713, 51.44316490813273]]], ""type"": ""Polygon""}";51.44084428381786, 5.44116367174352;'t Ven - locatie 1 - Antony Moddermanstraat;EHV-ZP2023-0003;Eengezins;Huur(betaalbaar);2024;88;838-203;Nieuwbouw vervangend
311174;1082;Strijp S Veld X (helft Bosch gebouw);In ontwikkeling;0;1589.1950000000002;179.52182150894302;"{""coordinates"": [[[5.457239322483532, 51.445896700193245], [5.457608227310201, 51.44632433804572], [5.457936033936211, 51.44621807294376], [5.457698241286104, 51.44592968108844], [5.457820443355949, 51.44588646137973], [5.457699395078252, 51.44574541272743], [5.457239322483532, 51.445896700193245]]], ""type"": ""Polygon""}";51.44603100558642, 5.45760147486435;Strijp S Veld X (helft Bosch gebouw);;Meergezins;Koop(middelduur);2027;0;177-000;Nieuwbouw
311632;1486;Nieuwstraat 7b / Genderstraatje;In ontwikkeling;1;126.92;63.7544410167947;"{""coordinates"": [[[5.479390334370252, 51.440299297882426], [5.479443614333483, 51.44033071603017], [5.479581509011907, 51.440241618826484], [5.479725185424429, 51.44016689873989], [5.47968053510402, 51.440135473865276], [5.479535425899752, 51.44021289163522], [5.479390334370252, 51.440299297882426]]], ""type"": ""Polygon""}";51.44023252986302, 5.4795550357844105;Genderstraatje 7;EHV-ZP2023-0005;Meergezins;Huur(duur);2024;1;;Verbouw transformatie
309388;131;Montgomerylaan;Gereed;52;198.81;56.4;"{""coordinates"": [[[5.476255722857711, 51.445889094549095], [5.476255475450803, 51.44576235453495], [5.476052653717649, 51.44576250951391], [5.476052900560233, 51.445889249528626], [5.476255722857711, 51.445889094549095]]], ""type"": ""Polygon""}";51.44582580206103, 5.476154188146639;Montgomerylaan;98/0831;Meergezins;Koop(duur);2001;52;;Nieuwbouw
310656;747;Strijpsestraat 33 / Merovingersweg;Gereed;5;172.01;53.2482453131693;"{""coordinates"": [[[5.460202411633185, 51.43862034854763], [5.4603634973447335, 51.43862294396059], [5.460387735263924, 51.438490795221966], [5.460384848727016, 51.438484504966596], [5.460236698871678, 51.43847650825884], [5.460202411633185, 51.43862034854763]]], ""type"": ""Polygon""}";51.438551724674575, 5.460297148240749;Merovingersweg 1D t/m 1F;V19/38190;Meergezins;Huur(betaalbaar);2023;3;;Verbouw overig
309873;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/kavel 8;V14/22006;Eengezins;Koop(middelduur);2016;34;;Nieuwbouw
309878;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/kavel 2;V16/25621;Eengezins;Koop(middelduur);2017;13;;Nieuwbouw
309882;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/kavel 1B/Lamers;V14/21723;Eengezins;Koop(middelduur);2016;9;;Nieuwbouw
309883;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/kavel 9;;Eengezins;Koop(middelduur);2017;32;;Nieuwbouw
309874;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/fase 1/kavel 6;1120/32;Eengezins;Koop(middelduur);2012;16;;Nieuwbouw
309875;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/fase 1/kavel 3;10/4153;Eengezins;Koop(middelduur);2013;10;;Nieuwbouw
309884;268;Meerhoven/Landhof;Gereed;270;130167.73;2003.14221708613;"{""coordinates"": [[[[5.412695102658289, 51.43119607015715], [5.420718994947365, 51.43694857578315], [5.421117245627453, 51.43678306825212], [5.421972071744474, 51.43562327577184], [5.419402314805232, 51.43384066524563], [5.419259945524553, 51.43384070474118], [5.4188787936994816, 51.43375092285612], [5.418593974155438, 51.43363234988288], [5.41835657171713, 51.43345443819616], [5.418403783990397, 51.43309757500386], [5.414407198990009, 51.43027434024137], [5.412695102658289, 51.43119607015715]]], [[[5.420718994947365, 51.43694857578315], [5.4206888025730375, 51.43696116866018], [5.4207362622453115, 51.436961154930266], [5.420718994947365, 51.43694857578315]]]], ""type"": ""MultiPolygon""}";51.43355815686, 5.417469775554089;Landhof/kavel 10;;Eengezins;Koop(middelduur);2017;32;;Nieuwbouw
311592;1458;Kruisakker 60 (kamerverhuur);Gereed;3;859.15221;148.252252646848;"{""coordinates"": [[[[5.486217128254717, 51.469112243758524], [5.486249780672887, 51.46964250887095], [5.4864629323060665, 51.46963607310927], [5.486433157528007, 51.46918127255019], [5.486411569642704, 51.46918129094045], [5.486404207319183, 51.46910489364476], [5.486217128254717, 51.469112243758524]]], [[[5.486249780672887, 51.46964250887095], [5.486248504178385, 51.469642547708816], [5.486249949247889, 51.469645243076315], [5.486249780672887, 51.46964250887095]]]], ""type"": ""MultiPolygon""}";51.46937778077021, 5.48633831967267;Kruisakker 60 (4 onzelfstandige kamers);EHV-ZP-2022-001;Meergezins;Huur(goedkoop);2023;4;;Verbouw overig
311593;1458;Kruisakker 60 (kamerverhuur);Gereed;3;859.15221;148.252252646848;"{""coordinates"": [[[[5.486217128254717, 51.469112243758524], [5.486249780672887, 51.46964250887095], [5.4864629323060665, 51.46963607310927], [5.486433157528007, 51.46918127255019], [5.486411569642704, 51.46918129094045], [5.486404207319183, 51.46910489364476], [5.486217128254717, 51.469112243758524]]], [[[5.486249780672887, 51.46964250887095], [5.486248504178385, 51.469642547708816], [5.486249949247889, 51.469645243076315], [5.486249780672887, 51.46964250887095]]]], ""type"": ""MultiPolygon""}";51.46937778077021, 5.48633831967267;Kruisakker 60;EHV-ZP-2022-001;Meergezins;Huur(middenhuur);2023;-1;;Onttrekking overig
310427;584;Croy 17 Skaeve Huse;Gereed;13;7259.235000000001;364.095689682696;"{""coordinates"": [[[5.429701570182825, 51.419694553189565], [5.429673092955607, 51.41999029147265], [5.42998220527222, 51.420011750825374], [5.430049817331944, 51.42005756820248], [5.430118861248749, 51.420097092928856], [5.430170653578722, 51.42013662400076], [5.430249706934985, 51.42011861733728], [5.430489667698699, 51.41998639438977], [5.430535462040076, 51.419765255563405], [5.430552560699909, 51.41960435165011], [5.4306085776275275, 51.41955129745583], [5.430654248517168, 51.419201620370266], [5.4306427031039, 51.419154883507424], [5.430705879991574, 51.419073062780726], [5.430654071281484, 51.419015554571665], [5.430590816578964, 51.419015578228354], [5.429981107728049, 51.41884142392304], [5.429833275032701, 51.419098554816635], [5.42973579332666, 51.41939431844489], [5.4297129681745195, 51.41958398814288], [5.429701579394839, 51.419704440743956], [5.429701570182825, 51.419694553189565]]], ""type"": ""Polygon""}";51.419490396413906, 5.430167547265971;Croy 17 Skaeve Huse;V15/22949;Eengezins;Huur(goedkoop);2017;13;;Nieuwbouw
310301;518;Willemstraat 31;Gereed;12;535.2;103.697805945821;"{""coordinates"": [[[5.472909949571486, 51.438275506493504], [5.473119898591941, 51.43825917208812], [5.473041604085563, 51.43792395235457], [5.4728431672860784, 51.43794297475156], [5.472911386098404, 51.438274606568385], [5.472909949571486, 51.438275506493504]]], ""type"": ""Polygon""}";51.43810160407185, 5.4729795103715295;Willemstraat 31;V20/39468;Meergezins;Huur(betaalbaar);2020;12;;Verbouw transformatie
310823;861;Keizersgracht 1;Gereed;8;923.47;140.39262230577103;"{""coordinates"": [[[5.476313967092844, 51.438150704178476], [5.476434646751145, 51.43808409554415], [5.476410158515859, 51.43806433923309], [5.476469058237476, 51.438030137118666], [5.476303446622409, 51.437918804459095], [5.475836568153447, 51.438196012051705], [5.4758337441224, 51.438222980221795], [5.475999357445971, 51.438335212412156], [5.475992182105347, 51.438343307691675], [5.4760238649016735, 51.43836485633493], [5.476138797944209, 51.4383009489951], [5.47610134650903, 51.43827131498297], [5.476313967092844, 51.438150704178476]]], ""type"": ""Polygon""}";51.438135831372, 5.476145891205648;Keizersgracht 1 / De Stadspoort;V19/39028;Meergezins;Huur(betaalbaar);2021;2;;Verbouw transformatie
311220;1131;Hastelweg 83-85;Gereed;5;269.37;84.6201055550509;"{""coordinates"": [[[5.453531829573486, 51.436584813030095], [5.453687250588279, 51.43665303822277], [5.453760507808832, 51.43659187334781], [5.453723089387668, 51.436573917404374], [5.453761868620765, 51.43653883939377], [5.453794963363592, 51.4365505057284], [5.453904119067314, 51.4364515677756], [5.453868128357038, 51.43642642012082], [5.453852320445986, 51.43643451898588], [5.453796204769985, 51.436415674909924], [5.453668346295674, 51.436510129113], [5.453638188127614, 51.436539808964824], [5.453595019772979, 51.436523653998904], [5.453531829573486, 51.436584813030095]]], ""type"": ""Polygon""}";51.43653350835889, 5.453719054352686;Hastelweg 83, 85, 85A t/m 85D;V21/44327;Meergezins;Huur(betaalbaar);2022;6;;Verbouw transformatie
308856;24;Churchilllaan/Montgomerylaan;Gereed;153;5104.32;288.82054359306505;"{""coordinates"": [[[5.47678269419446, 51.466648901516635], [5.476783796963449, 51.467209792719935], [5.477981153434778, 51.46720886549612], [5.4779627880772095, 51.46665877413748], [5.47678269419446, 51.466648901516635]]], ""type"": ""Polygon""}";51.46693225582544, 5.47737568243663;Churchilllaan/Montgomerylaan kavel5;00/2044;Meergezins;Huur(betaalbaar);2009;16;;Nieuwbouw
309002;93;II Blixembosch/Sprookjesbos;Gereed;5;200.22;56.6;"{""coordinates"": [[[5.47898337681228, 51.48535256965233], [5.478983121064209, 51.485225829924694], [5.4787786837034735, 51.48522599082779], [5.478778938883218, 51.48535273055631], [5.47898337681228, 51.48535256965233]]], ""type"": ""Polygon""}";51.48528928026963, 5.4788810301157955;II Blixembosch/Sprookjesbos;Div.;Eengezins;Koop(duur);2003;1;;Nieuwbouw
309004;93;II Blixembosch/Sprookjesbos;Gereed;5;200.22;56.6;"{""coordinates"": [[[5.47898337681228, 51.48535256965233], [5.478983121064209, 51.485225829924694], [5.4787786837034735, 51.48522599082779], [5.478778938883218, 51.48535273055631], [5.47898337681228, 51.48535256965233]]], ""type"": ""Polygon""}";51.48528928026963, 5.4788810301157955;II Blixembosch/Sprookjesbos;Div.;Eengezins;Koop(duur);2002;2;;Nieuwbouw
309003;93;II Blixembosch/Sprookjesbos;Gereed;5;200.22;56.6;"{""coordinates"": [[[5.47898337681228, 51.48535256965233], [5.478983121064209, 51.485225829924694], [5.4787786837034735, 51.48522599082779], [5.478778938883218, 51.48535273055631], [5.47898337681228, 51.48535256965233]]], ""type"": ""Polygon""}";51.48528928026963, 5.4788810301157955;II Blixembosch/Sprookjesbos;Div.;Eengezins;Koop(duur);2000;2;;Nieuwbouw
310095;384;Vredeoord;In ontwikkeling;369;159613.025;1753.5228547180902;"{""coordinates"": [[[5.449927150060237, 51.45705220722566], [5.449927267425568, 51.45713759941419], [5.449897157354952, 51.45721401924203], [5.4499117542253765, 51.457365919692535], [5.449973832396813, 51.457517794535754], [5.452962504788517, 51.46067475765127], [5.4532060547509795, 51.460931695295], [5.453420732113496, 51.46112213280584], [5.453740494757974, 51.46134037469137], [5.454090577303325, 51.46162601318846], [5.454136636985564, 51.46163497535078], [5.454197073016323, 51.46163494055978], [5.454289123705737, 51.46160612380898], [5.454455873825949, 51.461491871587434], [5.454700214392815, 51.461302069418096], [5.457330880635671, 51.45867492663419], [5.4571479400852905, 51.4585411057581], [5.456310037391365, 51.458218913666336], [5.453049212246411, 51.4569453144229], [5.452088218107549, 51.45602361807244], [5.451798727724007, 51.455814343447315], [5.45161574902947, 51.45563377287516], [5.451447239080136, 51.45550982257627], [5.4513264641037305, 51.45556741664101], [5.45076331713554, 51.456176257953196], [5.450352601988333, 51.45673737396536], [5.450063626371848, 51.45689932635526], [5.449911335519764, 51.45706120441147], [5.449927150060237, 51.45705220722566]]], ""type"": ""Polygon""}";51.458617278899126, 5.453382643901174;Vredeoord;V19/36452;Meergezins;Huur(betaalbaar);2020;58;;Nieuwbouw
310096;384;Vredeoord;In ontwikkeling;369;159613.025;1753.5228547180902;"{""coordinates"": [[[5.449927150060237, 51.45705220722566], [5.449927267425568, 51.45713759941419], [5.449897157354952, 51.45721401924203], [5.4499117542253765, 51.457365919692535], [5.449973832396813, 51.457517794535754], [5.452962504788517, 51.46067475765127], [5.4532060547509795, 51.460931695295], [5.453420732113496, 51.46112213280584], [5.453740494757974, 51.46134037469137], [5.454090577303325, 51.46162601318846], [5.454136636985564, 51.46163497535078], [5.454197073016323, 51.46163494055978], [5.454289123705737, 51.46160612380898], [5.454455873825949, 51.461491871587434], [5.454700214392815, 51.461302069418096], [5.457330880635671, 51.45867492663419], [5.4571479400852905, 51.4585411057581], [5.456310037391365, 51.458218913666336], [5.453049212246411, 51.4569453144229], [5.452088218107549, 51.45602361807244], [5.451798727724007, 51.455814343447315], [5.45161574902947, 51.45563377287516], [5.451447239080136, 51.45550982257627], [5.4513264641037305, 51.45556741664101], [5.45076331713554, 51.456176257953196], [5.450352601988333, 51.45673737396536], [5.450063626371848, 51.45689932635526], [5.449911335519764, 51.45706120441147], [5.449927150060237, 51.45705220722566]]], ""type"": ""Polygon""}";51.458617278899126, 5.453382643901174;Vredeoord Zelfbouw Ovaal tijdelijk - Spaceboxen - Naaldhout 43a t/m 43t (m.u.v. I en o);EHV-ZP2023-0025;Eengezins;Huur(goedkoop);2024;17;785-000;Nieuwbouw
