OBJECTID;PROJECTNUMMER;NAAMPROJECT;PROJECTFASE;TOTAALAANTALWONINGEN;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d;NAAMDEELGEBIED;BOUWPLAN;WONINGTYPE;PRIJSKLASSE;OPLEVERJAARDEELGEBIED;AANTALWONINGENDEELGEBIED;PROJECT_ID;NIEUW_VERBOUW
310050;353;Gerardusplein 24b;Gereed;25;647.4;102.65702721086701;"{""coordinates"": [[[5.490352037026199, 51.420837700884896], [5.490347707761776, 51.42083051376931], [5.49031277280488, 51.42063998451101], [5.489903108952893, 51.42067090813778], [5.489948144369203, 51.4208785071116], [5.490352037026199, 51.420837700884896]]], ""type"": ""Polygon""}";51.420756730868895, 5.490126556526475;Gerardusplein 24b;07/0278;Meergezins;Huur(betaalbaar);2009;25;;Nieuwbouw
310303;519;Elzent-Zuid divproj.;Gereed;0;282.08;61.147012947258894;"{""coordinates"": [[[5.4788203040748, 51.427178077684175], [5.478820165043531, 51.427108864947506], [5.4787424230237045, 51.42706038723508], [5.478633145553936, 51.427060473126154], [5.478555598256025, 51.427109072894694], [5.478555736885436, 51.42717828563201], [5.478633478907953, 51.42722676346853], [5.478742756776516, 51.42722667757684], [5.4788203040748, 51.427178077684175]]], ""type"": ""Polygon""}";51.42714357537398, 5.478687951065142;Coornhertlaan 15;V14/20904;Eengezins;Koop(duur);2016;1;;Nieuwbouw
310305;519;Elzent-Zuid divproj.;Gereed;0;282.08;61.147012947258894;"{""coordinates"": [[[5.4788203040748, 51.427178077684175], [5.478820165043531, 51.427108864947506], [5.4787424230237045, 51.42706038723508], [5.478633145553936, 51.427060473126154], [5.478555598256025, 51.427109072894694], [5.478555736885436, 51.42717828563201], [5.478633478907953, 51.42722676346853], [5.478742756776516, 51.42722667757684], [5.4788203040748, 51.427178077684175]]], ""type"": ""Polygon""}";51.42714357537398, 5.478687951065142;Coornhertlaan 14;V20/41075;Eengezins;Koop(duur);2021;-1;;Onttrekking sloop
310821;858;Heezerweg 189;Gereed;5;84.24;43.1260317771591;"{""coordinates"": [[[5.495182738232075, 51.425751929752046], [5.495244496335287, 51.425723108670056], [5.4951912523326385, 51.425704281833255], [5.495151018953035, 51.425715105564606], [5.495080433996365, 51.42565944115277], [5.4950215663883135, 51.42569455154948], [5.495132480489267, 51.425779841272096], [5.495182738232075, 51.425751929752046]]], ""type"": ""Polygon""}";51.42572070044846, 5.495122939574408;Heezerweg 189;V17/31819;Meergezins;Huur(betaalbaar);2020;5;;Verbouw overig
310735;800;Margrietstraat 21;Gereed;-1;97.42500000000001;54.4131565821953;"{""coordinates"": [[[5.500614770076922, 51.41821514253107], [5.500856375528024, 51.41825176052529], [5.500869224097548, 51.418215793212944], [5.500549953766057, 51.418164868988924], [5.500537116133796, 51.41820533060112], [5.500614770076922, 51.41821514253107]]], ""type"": ""Polygon""}";51.41820868649395, 5.500700774920775;Margrietstraat 21 - app. begane grond;V19/39032;Meergezins;Koop(middelduur);2021;-1;;Onttrekking overig
309667;188;Eikenburg/div.proj.;Gereed;4;1434.24;199.366161108757;"{""coordinates"": [[[5.48615688212824, 51.41154973017918], [5.486037861086863, 51.41167926857682], [5.486276465468252, 51.41167906570687], [5.486396049487757, 51.411808401111315], [5.486515069847235, 51.41167886234865], [5.486753674223759, 51.4116786585021], [5.486634089529735, 51.41154932346319], [5.486753108535267, 51.41141978445491], [5.486514505515157, 51.411419988300956], [5.486394922180019, 51.41129065301542], [5.486275902492587, 51.411420191658685], [5.486037299467615, 51.411420394528115], [5.48615688212824, 51.41154973017918]]], ""type"": ""Polygon""}";51.41154952712636, 5.48639548583033;Vesaliuslaan 9;98/2136;Eengezins;Koop(duur);2003;1;;Nieuwbouw
309669;188;Eikenburg/div.proj.;Gereed;4;1434.24;199.366161108757;"{""coordinates"": [[[5.48615688212824, 51.41154973017918], [5.486037861086863, 51.41167926857682], [5.486276465468252, 51.41167906570687], [5.486396049487757, 51.411808401111315], [5.486515069847235, 51.41167886234865], [5.486753674223759, 51.4116786585021], [5.486634089529735, 51.41154932346319], [5.486753108535267, 51.41141978445491], [5.486514505515157, 51.411419988300956], [5.486394922180019, 51.41129065301542], [5.486275902492587, 51.411420191658685], [5.486037299467615, 51.411420394528115], [5.48615688212824, 51.41154973017918]]], ""type"": ""Polygon""}";51.41154952712636, 5.48639548583033;Vesaliuslaan 11a;07/0931;Eengezins;Koop(duur);2009;1;;Nieuwbouw
309670;188;Eikenburg/div.proj.;Gereed;4;1434.24;199.366161108757;"{""coordinates"": [[[5.48615688212824, 51.41154973017918], [5.486037861086863, 51.41167926857682], [5.486276465468252, 51.41167906570687], [5.486396049487757, 51.411808401111315], [5.486515069847235, 51.41167886234865], [5.486753674223759, 51.4116786585021], [5.486634089529735, 51.41154932346319], [5.486753108535267, 51.41141978445491], [5.486514505515157, 51.411419988300956], [5.486394922180019, 51.41129065301542], [5.486275902492587, 51.411420191658685], [5.486037299467615, 51.411420394528115], [5.48615688212824, 51.41154973017918]]], ""type"": ""Polygon""}";51.41154952712636, 5.48639548583033;Vesaliuslaan 11;07/0997;Eengezins;Koop(duur);2010;1;;Nieuwbouw
311006;990;Dammestraat 3, 3a en 3b;Gereed;2;72.06;36.623758984181;"{""coordinates"": [[[5.4756268441579135, 51.47838716624452], [5.475678662072431, 51.47838532916208], [5.47567863063086, 51.47836914961801], [5.475720375637375, 51.478369117898424], [5.475715884186998, 51.47828013368793], [5.475619442506847, 51.4782820046719], [5.4756268441579135, 51.47838716624452]]], ""type"": ""Polygon""}";51.47833004119019, 5.475668694320067;Dammestraat 3, 3a en 3b;V19/37024;Eengezins;Koop(middelduur);2020;-1;;Onttrekking overig
309738;220;Cederlaan/vh Philipscomplex OAN;Gereed;272;9070.925000000001;419.93113579053204;"{""coordinates"": [[[5.4498951683624774, 51.44633953713857], [5.449787502472376, 51.44649959340184], [5.450397654848307, 51.446671845873006], [5.450549699675079, 51.4463589575464], [5.450738183120772, 51.446390315069706], [5.451300729787394, 51.445439904278906], [5.450415850448242, 51.445268705011266], [5.449870330592343, 51.44606000297169], [5.4498951683624774, 51.44633953713857]]], ""type"": ""Polygon""}";51.44593447194178, 5.450493295935173;Cederlaan/vh Philipscomplex OAN;10/0408;Meergezins;Huur(betaalbaar);2012;61;;Nieuwbouw
309737;220;Cederlaan/vh Philipscomplex OAN;Gereed;272;9070.925000000001;419.93113579053204;"{""coordinates"": [[[5.4498951683624774, 51.44633953713857], [5.449787502472376, 51.44649959340184], [5.450397654848307, 51.446671845873006], [5.450549699675079, 51.4463589575464], [5.450738183120772, 51.446390315069706], [5.451300729787394, 51.445439904278906], [5.450415850448242, 51.445268705011266], [5.449870330592343, 51.44606000297169], [5.4498951683624774, 51.44633953713857]]], ""type"": ""Polygon""}";51.44593447194178, 5.450493295935173;Cederlaan/vh Philipscomplex OAN;10/0408;Meergezins;Huur(betaalbaar);2012;211;;Nieuwbouw
310624;725;Hastelweg 230;Gereed;1;2104.435;184.23437866356403;"{""coordinates"": [[[5.439999041557895, 51.43686410262924], [5.440502435715328, 51.436893535379525], [5.440523812987287, 51.43672633624372], [5.440401136267293, 51.436355160265464], [5.439859033071943, 51.43642551890188], [5.439999041557895, 51.43686410262924]]], ""type"": ""Polygon""}";51.43663086879616, 5.440212414781423;Hastelweg 230a;V18/34703;Eengezins;Huur(middenhuur);2022;1;;Nieuwbouw vervangend
310064;361;Willemstraat/Langdonkenst/vdVen&Co De Willem;Gereed;92;7053.91;378.29948129127;"{""coordinates"": [[[5.463734420384289, 51.439311105450194], [5.463766164418014, 51.43937220753587], [5.463840989670085, 51.43939373108655], [5.463917306141993, 51.43944671395805], [5.46396334534938, 51.43945567226546], [5.464055425332489, 51.439474487691854], [5.464218096674477, 51.43956246911488], [5.46402130073508, 51.43970821569689], [5.464127822972395, 51.43976207734934], [5.46395248799763, 51.439841293452254], [5.46406337372135, 51.43992391603401], [5.4646230703415934, 51.44004758862354], [5.464657536976295, 51.440017004200996], [5.464646021656826, 51.44001161866314], [5.464683315940459, 51.43995226860167], [5.464756542347737, 51.43987851270873], [5.464824052164573, 51.439826333395494], [5.4648743149133585, 51.439781356495025], [5.464900206712034, 51.43978313694241], [5.465216125103909, 51.43949079372233], [5.465219004686008, 51.43949258952596], [5.465269283595488, 51.439457499983085], [5.4654100166741415, 51.439331564070486], [5.465032882637418, 51.43914844803796], [5.464850063597357, 51.43905329025832], [5.463745878116152, 51.43928233416228], [5.4637430332874715, 51.43930121224522], [5.463731539364473, 51.439308410743564], [5.463734420384289, 51.439311105450194]]], ""type"": ""Polygon""}";51.43950433642076, 5.464568355140946;Willemstr/Langdonkenstr (vd Ven&Co) De Willem;V18/35360;Eengezins;Koop(duur);2022;3;429-100;Nieuwbouw
310065;361;Willemstraat/Langdonkenst/vdVen&Co De Willem;Gereed;92;7053.91;378.29948129127;"{""coordinates"": [[[5.463734420384289, 51.439311105450194], [5.463766164418014, 51.43937220753587], [5.463840989670085, 51.43939373108655], [5.463917306141993, 51.43944671395805], [5.46396334534938, 51.43945567226546], [5.464055425332489, 51.439474487691854], [5.464218096674477, 51.43956246911488], [5.46402130073508, 51.43970821569689], [5.464127822972395, 51.43976207734934], [5.46395248799763, 51.439841293452254], [5.46406337372135, 51.43992391603401], [5.4646230703415934, 51.44004758862354], [5.464657536976295, 51.440017004200996], [5.464646021656826, 51.44001161866314], [5.464683315940459, 51.43995226860167], [5.464756542347737, 51.43987851270873], [5.464824052164573, 51.439826333395494], [5.4648743149133585, 51.439781356495025], [5.464900206712034, 51.43978313694241], [5.465216125103909, 51.43949079372233], [5.465219004686008, 51.43949258952596], [5.465269283595488, 51.439457499983085], [5.4654100166741415, 51.439331564070486], [5.465032882637418, 51.43914844803796], [5.464850063597357, 51.43905329025832], [5.463745878116152, 51.43928233416228], [5.4637430332874715, 51.43930121224522], [5.463731539364473, 51.439308410743564], [5.463734420384289, 51.439311105450194]]], ""type"": ""Polygon""}";51.43950433642076, 5.464568355140946;Willemstr/Langdonkenstr (vd Ven&Co) De Willem;V18/35360;Meergezins;Huur(duur);2022;28;429-100;Nieuwbouw
310066;361;Willemstraat/Langdonkenst/vdVen&Co De Willem;Gereed;92;7053.91;378.29948129127;"{""coordinates"": [[[5.463734420384289, 51.439311105450194], [5.463766164418014, 51.43937220753587], [5.463840989670085, 51.43939373108655], [5.463917306141993, 51.43944671395805], [5.46396334534938, 51.43945567226546], [5.464055425332489, 51.439474487691854], [5.464218096674477, 51.43956246911488], [5.46402130073508, 51.43970821569689], [5.464127822972395, 51.43976207734934], [5.46395248799763, 51.439841293452254], [5.46406337372135, 51.43992391603401], [5.4646230703415934, 51.44004758862354], [5.464657536976295, 51.440017004200996], [5.464646021656826, 51.44001161866314], [5.464683315940459, 51.43995226860167], [5.464756542347737, 51.43987851270873], [5.464824052164573, 51.439826333395494], [5.4648743149133585, 51.439781356495025], [5.464900206712034, 51.43978313694241], [5.465216125103909, 51.43949079372233], [5.465219004686008, 51.43949258952596], [5.465269283595488, 51.439457499983085], [5.4654100166741415, 51.439331564070486], [5.465032882637418, 51.43914844803796], [5.464850063597357, 51.43905329025832], [5.463745878116152, 51.43928233416228], [5.4637430332874715, 51.43930121224522], [5.463731539364473, 51.439308410743564], [5.463734420384289, 51.439311105450194]]], ""type"": ""Polygon""}";51.43950433642076, 5.464568355140946;Willemstr/Langdonkenstr (vd Ven&Co) De Willem;V18/35360;Meergezins;Koop(duur);2022;3;429-100;Nieuwbouw
311324;1231;Emmasingelkwadrant Kavel A Victoriatoren;In ontwikkeling;361;2823.26;225.06398922796103;"{""coordinates"": [[[5.4711872295900985, 51.44076302906319], [5.471192976148252, 51.44075942944802], [5.471203019379824, 51.44074593919286], [5.471283502531735, 51.44071262299345], [5.471322281736691, 51.44068293235627], [5.471267422901564, 51.44057241133431], [5.471075307523114, 51.440124914093985], [5.470350610644872, 51.44023150041799], [5.470634740428636, 51.44066275331194], [5.4709295356793435, 51.44063287899567], [5.4711872295900985, 51.44076302906319]]], ""type"": ""Polygon""}";51.440424149604205, 5.470866653478058;Emmasingelkwadrant, Kavel A - d, e, f - Victoriatoren;;Meergezins;Huur(duur);2027;41;820-101;Nieuwbouw
311387;1281;Rijssellaan 1;Gereed;3;140.97;56.2193987924571;"{""coordinates"": [[[5.451272233831749, 51.490669926366586], [5.451298001910884, 51.49056384617968], [5.451223119945254, 51.49055759537538], [5.451215954794709, 51.49058186865589], [5.451136751942969, 51.49057472131014], [5.4511410563703615, 51.490563932571995], [5.451100736293063, 51.49056125813957], [5.45108070196941, 51.490649357847786], [5.45116278341762, 51.490655604784045], [5.451158482781683, 51.49066909011375], [5.45120312510183, 51.490673559876214], [5.451205987120489, 51.49066097420093], [5.451272230030051, 51.490667229775795], [5.451272233831749, 51.490669926366586]]], ""type"": ""Polygon""}";51.49061445497232, 5.451192058975717;Rijssellaan 1;V21/47917;Eengezins;Koop(duur);2022;-1;;Onttrekking overig
311388;1281;Rijssellaan 1;Gereed;3;140.97;56.2193987924571;"{""coordinates"": [[[5.451272233831749, 51.490669926366586], [5.451298001910884, 51.49056384617968], [5.451223119945254, 51.49055759537538], [5.451215954794709, 51.49058186865589], [5.451136751942969, 51.49057472131014], [5.4511410563703615, 51.490563932571995], [5.451100736293063, 51.49056125813957], [5.45108070196941, 51.490649357847786], [5.45116278341762, 51.490655604784045], [5.451158482781683, 51.49066909011375], [5.45120312510183, 51.490673559876214], [5.451205987120489, 51.49066097420093], [5.451272230030051, 51.490667229775795], [5.451272233831749, 51.490669926366586]]], ""type"": ""Polygon""}";51.49061445497232, 5.451192058975717;Rijssellaan 1A;V21/47917;Meergezins;Huur(betaalbaar);2022;3;;Verbouw overig
311389;1281;Rijssellaan 1;Gereed;3;140.97;56.2193987924571;"{""coordinates"": [[[5.451272233831749, 51.490669926366586], [5.451298001910884, 51.49056384617968], [5.451223119945254, 51.49055759537538], [5.451215954794709, 51.49058186865589], [5.451136751942969, 51.49057472131014], [5.4511410563703615, 51.490563932571995], [5.451100736293063, 51.49056125813957], [5.45108070196941, 51.490649357847786], [5.45116278341762, 51.490655604784045], [5.451158482781683, 51.49066909011375], [5.45120312510183, 51.490673559876214], [5.451205987120489, 51.49066097420093], [5.451272230030051, 51.490667229775795], [5.451272233831749, 51.490669926366586]]], ""type"": ""Polygon""}";51.49061445497232, 5.451192058975717;Rijssellaan 1;V21/47917;Eengezins;Koop(duur);2022;1;;Verbouw overig
311494;1355;Tongelresestraat 402;Gereed;1;131.97;57.1675615225456;"{""coordinates"": [[[5.51070803784686, 51.44262532495625], [5.510775701267905, 51.44264772486609], [5.510863165267078, 51.44254606003367], [5.510886198356382, 51.44255322651393], [5.510942108575495, 51.442484853214275], [5.510849971489824, 51.44245438958065], [5.51070803784686, 51.44262532495625]]], ""type"": ""Polygon""}";51.442546774571646, 5.51082425513486;Tongelresestraat 402A;V22/48542;Meergezins;Huur(middenhuur);2023;1;;Verbouw transformatie
310139;413;Geldropseweg 72-88 (JOEP);Gereed;35;4231.09;311.24967884550097;"{""coordinates"": [[[5.4890341825777105, 51.43328908460616], [5.48997956596063, 51.43290713407443], [5.489796638955805, 51.43277606071178], [5.489719093790875, 51.43282466786737], [5.48951794515539, 51.43290394515072], [5.4894934479823565, 51.43288149498179], [5.48880833982714, 51.43261333339768], [5.488499974372606, 51.432979441233705], [5.488655685429458, 51.433159978067906], [5.488503367494354, 51.43321224501189], [5.488740846758358, 51.43330192492677], [5.488851769555724, 51.433388119439854], [5.489041372867675, 51.43328907831756], [5.4890341825777105, 51.43328908460616]]], ""type"": ""Polygon""}";51.4329915785763, 5.489081581867352;Geldropseweg 72 t/m 88 (JOEP);13/0352;Meergezins;Huur(betaalbaar);2013;35;;Verbouw transformatie
311031;1006;Aalsterweg 54;Gereed;1;127.67500000000001;59.087131007839396;"{""coordinates"": [[[5.485915327667112, 51.426783966599956], [5.486070559253557, 51.42675776771304], [5.486267494200258, 51.42673422974877], [5.4862530102686335, 51.42668570319141], [5.486041693124233, 51.42670745560486], [5.485908091713328, 51.426762399899054], [5.485915327667112, 51.426783966599956]]], ""type"": ""Polygon""}";51.42673156166296, 5.486098546105159;Aalsterweg 54a;V20/42294;Meergezins;Huur(middenhuur);2022;1;onbekend;Verbouw transformatie
310002;306;Vestdijk (Van der Meulen Ansems) VDMA;In ontwikkeling;681;17931.97;664.3344047649421;"{""coordinates"": [[[5.481944780072854, 51.44032690960946], [5.481961740303608, 51.440875204804726], [5.481961749638569, 51.44087969913228], [5.481968931791136, 51.44087519895094], [5.482301159775762, 51.44086593936674], [5.482290029965614, 51.441046620730994], [5.482907107164109, 51.441067687896826], [5.4829113013881186, 51.44101015695889], [5.482924039457209, 51.44022633428995], [5.4829443116067855, 51.43960609918162], [5.482986630603189, 51.43921146161417], [5.482537576878213, 51.4390581238953], [5.482442619245814, 51.439042022007015], [5.48210246904277, 51.439384768243926], [5.48158860998038, 51.43919013179285], [5.481089266650831, 51.43975682198669], [5.481698092934343, 51.43996936093154], [5.481524493668722, 51.440178038923634], [5.481944780072854, 51.44032690960946]]], ""type"": ""Polygon""}";51.439991021915496, 5.482275790027274;Vestdijk (Van der Meulen Ansems) VDMA  - Gebouw E;;Meergezins;Huur(middenhuur);2029;107;424-100;Nieuwbouw
310008;306;Vestdijk (Van der Meulen Ansems) VDMA;In ontwikkeling;681;17931.97;664.3344047649421;"{""coordinates"": [[[5.481944780072854, 51.44032690960946], [5.481961740303608, 51.440875204804726], [5.481961749638569, 51.44087969913228], [5.481968931791136, 51.44087519895094], [5.482301159775762, 51.44086593936674], [5.482290029965614, 51.441046620730994], [5.482907107164109, 51.441067687896826], [5.4829113013881186, 51.44101015695889], [5.482924039457209, 51.44022633428995], [5.4829443116067855, 51.43960609918162], [5.482986630603189, 51.43921146161417], [5.482537576878213, 51.4390581238953], [5.482442619245814, 51.439042022007015], [5.48210246904277, 51.439384768243926], [5.48158860998038, 51.43919013179285], [5.481089266650831, 51.43975682198669], [5.481698092934343, 51.43996936093154], [5.481524493668722, 51.440178038923634], [5.481944780072854, 51.44032690960946]]], ""type"": ""Polygon""}";51.439991021915496, 5.482275790027274;Vestdijk (Van der Meulen Ansems) VDMA - Gebouw B - excl Zusterflat;;Meergezins;Huur(duur);2028;211;424-100;Nieuwbouw
309814;255;Hoogstraat/Lambertusstraat;Gereed;35;6740.995;434.01470421195603;"{""coordinates"": [[[5.471108651701032, 51.43323057738153], [5.470827108947549, 51.43340336260342], [5.47103011843406, 51.433535350075594], [5.470830459551441, 51.43366223404592], [5.470816159565089, 51.433706288829974], [5.471065301137183, 51.43389936607593], [5.47089290824865, 51.433995669002655], [5.47095914410901, 51.43404146359375], [5.470943333455477, 51.43404596930934], [5.47113338683275, 51.434168977245136], [5.470926515217008, 51.43428508016551], [5.470646388554015, 51.434449774110576], [5.471088272066342, 51.43466069028986], [5.471589652463628, 51.43438078002254], [5.4717778543246185, 51.43427907137549], [5.47183965215445, 51.43425745362881], [5.471969023368042, 51.43422679797557], [5.4718161676390125, 51.434001293465016], [5.47174694821731, 51.43389797400623], [5.471664786441932, 51.433794663899654], [5.471561057299016, 51.43369316710539], [5.471453067528735, 51.433620437064256], [5.4713565958979995, 51.433554889534776], [5.471283117013955, 51.43348033664012], [5.4712325778333915, 51.4333680147003], [5.471197968399682, 51.43331590536744], [5.471143208050341, 51.43325392301763], [5.471108651701032, 51.43323057738153]]], ""type"": ""Polygon""}";51.43401522014049, 5.471277480356242;Hoogstraat/Lambertusstraat;07/0361;Eengezins;Koop(duur);2011;4;;Nieuwbouw
309660;178;Tongelresestraat/nabij kerk;Gereed;12;201.64000000000001;56.800000000000004;"{""coordinates"": [[[5.518330271062351, 51.44826008220795], [5.5183299038562, 51.44813244347948], [5.518125633233236, 51.448132673253454], [5.518125999865411, 51.44826031198269], [5.518330271062351, 51.44826008220795]]], ""type"": ""Polygon""}";51.44819637776079, 5.518227952004368;Tongelresestraat/nabij kerk;98/2362;Eengezins;Koop(middelduur);2001;12;;Nieuwbouw
310446;593;Gildebuurt / Bakkerstraat e.o.;In ontwikkeling;98;36252.135;797.650140686797;"{""coordinates"": [[[5.472919485768731, 51.45253871663958], [5.473155465972722, 51.452559216550526], [5.473122742336207, 51.45275339581909], [5.4741414255431025, 51.45280657142716], [5.475257606312647, 51.452686183297025], [5.475397247768934, 51.452732818642566], [5.475719510388251, 51.45273257406856], [5.47534421936801, 51.451348604660886], [5.475300751501032, 51.4511886393489], [5.474506877754071, 51.450566323002185], [5.474463771222089, 51.45059332131837], [5.474398958413656, 51.45055381976784], [5.47433573540612, 51.45059341723423], [5.474271023929796, 51.45060694865418], [5.473733618174784, 51.45094082883523], [5.473143848399975, 51.4509745238424], [5.473069204445129, 51.45106176896751], [5.473047674205997, 51.45108785197253], [5.472843742800947, 51.451275865262055], [5.47318775068327, 51.45136909373957], [5.4728872323531546, 51.452217845132154], [5.472919485768731, 51.45253871663958]]], ""type"": ""Polygon""}";51.45183044313465, 5.4742455382598605;Gildebuurt Middengebied Slagerstraat (geen WoonST) Heijmans fase 1C2;;Meergezins;Huur(betaalbaar);2027;84;838-500;Nieuwbouw vervangend
311563;1434;Potentieel Vestdijk 17 Little Grand;In ontwikkeling;0;230.745;72.92257854253211;"{""coordinates"": [[[5.480529425879154, 51.440285806107], [5.4808806244106085, 51.44041136544266], [5.480940893734519, 51.44034390188431], [5.480582515215464, 51.440223741692996], [5.480533738876585, 51.44028490378197], [5.480529425879154, 51.440285806107]]], ""type"": ""Polygon""}";51.44031732450002, 5.480736843535433;Potentieel Vestdijk 17 Little Grand;;;;2026;0;;
310282;505;Frankrijkstraat 101;Gereed;68;5479.46;338.579157052164;"{""coordinates"": [[[5.465148097615089, 51.452712268641065], [5.465150968814942, 51.45270867125339], [5.465031276959475, 51.45254336000992], [5.465019632715747, 51.452464267580766], [5.464941935694149, 51.4524589263184], [5.464834048175497, 51.45246618927565], [5.464707470207924, 51.45248065551271], [5.464625506014035, 51.452504080597144], [5.464649096829915, 51.45284113968287], [5.464669358858316, 51.45291213661551], [5.465040057500417, 51.45347368052097], [5.465934556871358, 51.45325914861211], [5.465768657220673, 51.45299769071788], [5.465574523380562, 51.45304905699679], [5.465368217417186, 51.45271391871707], [5.465148097615089, 51.452712268641065]]], ""type"": ""Polygon""}";51.45299562260058, 5.465165984634349;Frankrijkstraat 101;V15/24721;Meergezins;Huur(betaalbaar);2017;68;;Verbouw transformatie
311211;1123;Sint Theresiaplein 1;In ontwikkeling;4;198.435;66.3408127318336;"{""coordinates"": [[[5.44079523207177, 51.43884034720152], [5.44082695238327, 51.43890774760431], [5.441174927538858, 51.43884196914139], [5.441146083219592, 51.43877456749798], [5.440796669248754, 51.43883944767125], [5.44079523207177, 51.43884034720152]]], ""type"": ""Polygon""}";51.43884105648273, 5.4409852503680725;Sint Theresiaplein 1;;Meergezins;Huur(middenhuur);2025;5;;Verbouw overig
311212;1123;Sint Theresiaplein 1;In ontwikkeling;4;198.435;66.3408127318336;"{""coordinates"": [[[5.44079523207177, 51.43884034720152], [5.44082695238327, 51.43890774760431], [5.441174927538858, 51.43884196914139], [5.441146083219592, 51.43877456749798], [5.440796669248754, 51.43883944767125], [5.44079523207177, 51.43884034720152]]], ""type"": ""Polygon""}";51.43884105648273, 5.4409852503680725;Sint Theresiaplein 1;;Eengezins;Koop(duur);2024;-1;;Onttrekking overig
311551;1404;Kuilenstraat 8;In ontwikkeling;1;110.34213;47.6075513111329;"{""coordinates"": [[[[5.514275664936777, 51.45144755484522], [5.5143645455796575, 51.45146624238163], [5.514431752257081, 51.45131965373539], [5.514341071156692, 51.45130267426372], [5.514275664936777, 51.45144755484522]]], [[[5.514275300336402, 51.45144836242516], [5.514275664936777, 51.45144755484522], [5.514270979433208, 51.45144656940469], [5.514275300336402, 51.45144836242516]]]], ""type"": ""MultiPolygon""}";51.451383932904804, 5.514353401969368;Kuilenstraat 8;ZP2022-002860;Meergezins;Huur(middenhuur);2024;1;;Verbouw transformatie
310498;620;Kootwijkstraat 33 / Tilburgseweg-Oost;Gereed;19;2338.9700000000003;200.12176651559702;"{""coordinates"": [[[5.441016076834819, 51.44561680309592], [5.441059237637462, 51.445623075160896], [5.441192483843515, 51.44517537766698], [5.44087598545718, 51.445138670797974], [5.440162868773199, 51.44543652300962], [5.440388835832153, 51.445549676973194], [5.441016076834819, 51.44561680309592]]], ""type"": ""Polygon""}";51.44539141433294, 5.440766419167578;Kootwijkstraat 33, 33E en 33K;V21/45885;Meergezins;Huur(betaalbaar);2023;3;;Verbouw transformatie
310741;803;Bleekweg 5;Gereed;1;207.51500000000001;60.5372648839987;"{""coordinates"": [[[5.484268608035645, 51.435391112073624], [5.484340451090341, 51.435361389526044], [5.484448045897948, 51.43523725598418], [5.484338668408415, 51.435199594852264], [5.484182175319626, 51.43532287016683], [5.484199449991011, 51.43533094558436], [5.484190846102268, 51.43534263803033], [5.484241306617664, 51.435401921242494], [5.484268608035645, 51.435391112073624]]], ""type"": ""Polygon""}";51.43529852579437, 5.484309772255626;Bleekweg 5;V19/37867;Meergezins;Huur(goedkoop);2021;-10;;Onttrekking overig
311475;1347;Klipperstraat 10;Gereed;2;64.965;35.590886726974496;"{""coordinates"": [[[5.452645063554352, 51.439998314312234], [5.452576000855593, 51.43998037579964], [5.452576002143357, 51.43998127466613], [5.452511431839126, 51.44008737725943], [5.452580492098911, 51.44010351807729], [5.452645063554352, 51.439998314312234]]], ""type"": ""Polygon""}";51.44004234313969, 5.452578318897112;Klipperstraat 10;V21/47674;Eengezins;Koop(middelduur);2022;-1;;Onttrekking overig
311477;1347;Klipperstraat 10;Gereed;2;64.965;35.590886726974496;"{""coordinates"": [[[5.452645063554352, 51.439998314312234], [5.452576000855593, 51.43998037579964], [5.452576002143357, 51.43998127466613], [5.452511431839126, 51.44008737725943], [5.452580492098911, 51.44010351807729], [5.452645063554352, 51.439998314312234]]], ""type"": ""Polygon""}";51.44004234313969, 5.452578318897112;Klipperstraat 10a en 10b;V21/47674;Meergezins;;2022;2;;Verbouw overig
311353;1246;Heistraat 45;In ontwikkeling;-4;403.40000000000003;104.664551668567;"{""coordinates"": [[[5.490727240109783, 51.42589080711466], [5.491238740587572, 51.425730352689556], [5.491166681594019, 51.42565670986243], [5.490597707526717, 51.4258342935111], [5.490727238069324, 51.42588990824827], [5.490727240109783, 51.42589080711466]]], ""type"": ""Polygon""}";51.425777492038996, 5.4909315914701855;Heistraat 45;V21/46638;Meergezins;Koop(duur);2023;-7;;Onttrekking overig
310802;851;'t Ven;In ontwikkeling;123;151839.435;1652.1881132641101;"{""coordinates"": [[[5.442476009744713, 51.44316490813273], [5.444471590211208, 51.441318568242586], [5.444794421080265, 51.439553033788656], [5.443227913782889, 51.439352453109336], [5.441188902866123, 51.439713863822696], [5.440932199553714, 51.43912522483628], [5.438850124400954, 51.439566614248044], [5.436940295669503, 51.43972744629249], [5.437047588743505, 51.440516605719075], [5.436855163561777, 51.44079713472381], [5.442476009744713, 51.44316490813273]]], ""type"": ""Polygon""}";51.44084428381786, 5.44116367174352;'t Ven locatie 2 Joan Melchior Kemperstraat;;Meergezins;Huur(betaalbaar);2025;121;838-203;Nieuwbouw vervangend
